iata,icao,faa,latitude,longitude
,,8KY5,37.5649722220001,-83.3699999999999
JKL,KJKL,,37.593861111,-83.3172499999999
,,K24,37.009694444,-85.10275
,,0KY4,37.0044,-85.0762999999999
,,6KY8,37.1599722220001,-82.6637777779999
,,2KY9,38.3941833330001,-85.376869444
,,76KY,38.0147975,-84.841615556
,,6KY1,37.5690555560001,-85.262388889
,,M20,37.39975,-86.261277778
,,53KT,37.308555556,-85.0591111109999
LOZ,KLOZ,,37.0868888890001,-84.077388889
,,9KY4,37.023741667,-84.122055556
,,5KY9,37.1179250000001,-84.110336111
SDF,KSDF,,38.174085,-85.736493611
,,07KY,38.0806225000001,-85.6932925
,,22KY,38.2028480560001,-85.7696844439999
,,09KY,38.238988889,-85.638830556
,,26KY,38.2476861110001,-85.743575
,,43KY,38.263938889,-85.710527778
,,1KY8,38.214444444,-85.7225
,,11KY,38.1134222220001,-85.842286111
,,9KY5,38.3161777780001,-85.576208333
,,41KY,38.249575,-85.750127778
,,97KY,38.2394444440001,-85.486666667
,,6KY6,38.3599694440001,-85.363658333
LOU,KLOU,,38.227984028,-85.663749056
,,2I0,37.3559275000001,-87.398219722
,,60KY,37.341630556,-87.494122222
,,4KY2,37.1626027780001,-83.761861111
GDA,KGDA,,37.3359394440001,-88.110670833
,,7KY9,37.3284722220001,-88.09275
CEY,KCEY,,36.6645811110001,-88.372775556
,,28KY,36.5758888890001,-88.3133725
,,54KY,36.7311111110001,-88.2472222219999
,,7KY0,36.607427778,-88.310125
,,12KY,38.4603441670001,-85.168565556
,,85KY,38.470277778,-85.138611111
,,79KY,37.871277778,-84.6105277779999
,,5KY0,37.8992027780001,-84.5776749999999
,,2KY5,38.3750000000001,-83.154722222
OWB,KOWB,,37.7388341670001,-87.166828556
,,13KY,37.705603056,-87.156108611
,,61KY,38.5500675000001,-84.76328
PBX,KPBX,,37.5618114440001,-82.566431972
,,62KY,37.4709888890001,-82.522066667
,,18I,36.6953888890001,-84.3915
,,7KY2,36.763888889,-83.7070555559999
SJS,KSJS,,37.750960278,-82.6367316669999
,,6KY5,37.11285,-87.909361111
,,2M0,37.1151321670001,-87.857082167
,,8M9,37.4241111110001,-87.735972222
RGA,KRGA,,37.631533028,-84.332440417
,,1KY0,37.6763638890001,-84.233083333
,,1KY7,37.8325,-84.180833333
,,94KY,37.5005555560001,-87.329444444
,,36KY,37.6556219440001,-85.153848333
,,6I2,37.6334769440001,-85.2418380559999
,,00KY,37.409444444,-84.619722222
,,8KY7,37.541991667,-84.653136111
,,I50,37.8498104720001,-83.8458334169999
TWT,KTWT,,37.541777778,-87.954361111
,,7KY3,38.076111111,-85.236666667
,,3KY3,38.038333333,-85.359444444
TZV,KTZV,,36.729027778,-85.652388889
,,1KY3,36.698113333,-85.676361389
,,33KY,37.612270278,-87.056939722
,,4KY7,38.8233333330001,-84.6847222219999
,,18LS,29.891944444,-92.168333333
IYA,KIYA,,29.9757777780001,-92.0842222219999
,,LA07,30.5175,-90.0083333329999
AEX,KAEX,,31.3273716670001,-92.548555833
,,LA20,31.2832500000001,-92.462844444
,,9LA6,31.3068477780001,-92.611531944
,,LA82,31.3531694440001,-92.436961111
,,95LA,31.316633333,-92.468383333
ESF,KESF,,31.394904167,-92.295773056
,,LS27,31.315788889,-92.449861111
,,05LS,31.2522222220001,-92.475833333
,,LS40,29.951944444,-90.286111111
,,LA64,29.6836111110001,-91.098797222
,,96LA,30.347222222,-91.031111111
,,49LA,30.4447222220001,-91.091955556
,,LA99,30.441911111,-90.9994
,,27LS,30.4589583330001,-91.17895
,,LA28,30.4497666670001,-91.105066667
,,21LA,30.2969444440001,-91.215
,,1LS1,30.2225,-91.072777778
,,LA69,30.4715788890001,-91.079548889
,,27LA,30.4488016670001,-91.153161944
,,29LA,30.404325,-91.106058333
,,LS41,32.5670666670001,-93.8789
BXA,KBXA,,30.8136863890001,-89.864964444
,,28LA,30.783333333,-89.916666667
LNQ,KLNQ,,29.35414,-89.43591
,,68LA,32.330555556,-93.517222222
,,02LA,32.531483333,-93.6599166669999
BAD,KBAD,,32.5019333330001,-93.6626277779999
,,LS73,29.8632616670001,-89.9678466669999
,,LA76,30.2293663890001,-91.908450556
,,LA16,30.2460305560001,-91.866780556
,,LS75,29.819386944,-93.339876111
,,32LA,29.773611111,-93.35
,,24LS,29.7997222220001,-93.349444444
,,LA78,29.7893880560001,-93.3223755559999
,,0LS5,30.3041666670001,-92.1324999999999
,,LS13,30.3479444440001,-92.041194444
,,03LA,30.199640833,-91.1278816669999
,,82LA,29.932425833,-89.932845
,,39LA,30.588333333,-92.230555556
,,M25,36.7696291670001,-88.5846680559999
,,8KY9,38.6415138890001,-83.80825
,,1A6,36.61026,-83.737315278
,,65KY,36.6095263890001,-83.742138611
,,9KY6,36.6111111110001,-83.7424999999999
,,30KY,36.8193166670001,-84.867688889
EKQ,KEKQ,,36.8552777780001,-84.856138889
SYM,KSYM,,38.215,-83.5876111109999
,,77KY,38.1111897220001,-83.873531944
IOB,KIOB,,38.0581388890001,-83.9795833329999
,,9KY3,38.0631388890001,-83.9573194439999
,,1KY5,37.3583333330001,-84.336111111
,,0KY0,38.6227777780001,-84.778888889
PAH,KPAH,,37.0602883330001,-88.772959167
,,25KY,37.074166667,-88.6258333329999
,,01KY,37.0516666670001,-88.646944444
,,2KY1,37.6191666670001,-84.3813888889999
,,9KY9,37.745928889,-82.779048889
,,14KY,38.1736872220001,-84.3682683329999
,,0KY9,38.2205555560001,-84.239319444
,,52KY,38.1181327780001,-84.3024325
,,50KY,38.129798889,-84.3302113889999
,,31KY,38.1105555560001,-84.3222222219999
,,71KY,39.034780556,-84.872728056
,,6KY9,38.5123611110001,-82.6872083329999
,,4M7,36.799611111,-86.810916667
,,17KY,37.3939336110001,-87.258886111
,,80KY,37.3961558330001,-87.2355525
,,2KY2,37.263016667,-88.2276555559999
,,5KY8,37.889722222,-84.9277777779999
,,3KY9,38.1219833330001,-85.126372222
,,6KY3,38.328611111,-85.214166667
,,3KY6,37.6766666670001,-82.296388889
SME,KSME,,37.0535833330001,-84.615638889
,,39KY,37.0854444440001,-84.621208333
,,20KY,38.8169444440001,-84.671111111
,,70KY,37.815900556,-85.964685278
,,9I3,37.914433333,-83.251943056
,,4KY5,38.028611111,-85.89
,,51KY,37.114175,-82.812733333
BYL,KBYL,,36.7949991670001,-84.1995175
,,72KY,36.7650833330001,-84.199379444
,,38KY,38.6463833330001,-84.5784694439999
,,75KY,37.944166667,-83.9977777779999
,,LA60,29.816875833,-92.116792778
,,LS68,29.934651667,-92.213461111
,,LA95,29.9743611110001,-92.1084333329999
,,35LA,29.9744555560001,-92.176127778
,,9LA9,30.733518889,-90.4500911109999
,,LA79,30.718519444,-90.357866389
,,LA67,30.951567778,-91.584839167
,,5F0,32.5320833330001,-92.952777778
,,LS91,30.4172222220001,-91.973611111
,,22LS,30.397777778,-91.973888889
,,LA01,30.4835341670001,-92.546803611
,,05LA,32.2654208330001,-91.697920833
BQP,KBQP,,32.756083333,-91.8805833329999
,,LA63,32.9716666670001,-91.830833333
,,LA00,30.3953611110001,-91.094936111
,,LA05,30.3641666670001,-91.049
,,04LS,30.4460333330001,-91.10515
,,1LA0,30.384838889,-91.039138889
BTR,KBTR,,30.5329166670001,-91.149888889
,,43LA,32.7476430560001,-93.8722222219999
,,0LA3,32.749319444,-93.873486111
,,LA39,30.010708333,-93.051322222
,,52LA,30.0483750000001,-93.10925
,,06LA,29.8460400000001,-90.027848611
,,65LA,29.866039444,-90.022292778
,,LA41,30.3106805560001,-91.9399263889999
,,LS34,30.3108888890001,-91.866305556
,,7LA4,30.3806208890001,-92.1460638889999
,,30LS,30.152422222,-91.950672222
,,3LA7,30.0767527780001,-91.9489694439999
,,02LS,30.148333333,-91.919027778
,,2R6,30.956747222,-92.2340997219999
,,LA18,30.952286111,-92.1752611109999
,,LA77,30.9632466670001,-92.17457
,,2LA4,30.9290808330001,-92.1792919439999
,,LS12,29.314111111,-89.614227778
,,16LA,30.085,-91.923888889
,,13LA,29.783554167,-93.208484722
,,57LA,30.395161111,-92.2105472219999
,,6LA5,30.454775,-92.240575
,,37LA,31.7276650000001,-91.582899444
,,4LA8,30.707684167,-90.874267222
,,LA83,30.8960130560001,-91.0459375
,,LA86,29.2371708330001,-90.6659213889999
,,LA23,32.0783750000001,-92.094338889
,,F86,32.122166667,-92.0545
,,LA36,30.0798055560001,-90.893275
,,79LA,30.4119138890001,-90.0799083329999
,,LA51,32.018217222,-93.4307302779999
,,LA19,32.021269444,-93.344333333
,,0R7,31.9902777780001,-93.307611111
,,LS76,30.4626925000001,-90.170079444
,,98LA,30.402316667,-90.087666667
,,LA24,30.467277778,-90.1130555559999
,,L31,30.445054167,-89.988878889
,,LA87,30.5096358330001,-90.152857222
,,25LS,29.7852777780001,-93.214444444
,,3R2,30.161777778,-92.483972222
,,LA90,30.294597222,-92.425972222
,,LS42,30.2265555560001,-92.363972222
,,99LA,30.289369444,-92.389020833
,,20LS,30.219711111,-92.319794444
,,9LS1,32.6960916670001,-91.386644444
,,91LA,30.5346433330001,-92.3673525
,,LA57,30.3990902780001,-92.409021111
,,LA65,30.4966666670001,-92.387222222
,,4R7,30.4662838890001,-92.423799167
,,F87,32.724955833,-92.337165833
,,1LS8,31.6821091670001,-91.49873
,,LA26,30.661111111,-90.233333333
,,3LS8,30.651666667,-90.114722222
POE,KPOE,,31.044782361,-93.191642083
,,9LA7,29.800336111,-91.523305556
,,2R7,30.8194444440001,-90.112527778
,,19LS,30.834322222,-90.153580556
,,00LA,30.1919444440001,-90.979166667
,,5LS0,30.182255556,-90.996588889
,,08LS,30.40925,-92.033166667
,,LS56,29.336613056,-89.984238611
,,09LA,29.1245388890001,-90.2053583329999
,,0LA5,29.258005,-89.9636824999999
,,0LA7,29.254097222,-89.966411111
,,LS22,30.8318055560001,-90.666547222
,,46LS,30.086111111,-92.532222222
,,0LA0,30.008545833,-93.4001561109999
,,1LA1,29.9835372220001,-90.434804722
,,92LA,29.596733333,-90.713752778
HUM,KHUM,,29.5665022220001,-90.660426667
,,L87,33.0043011110001,-93.893234444
,,14LA,30.6155097220001,-90.536051389
,,1LS2,30.8765638890001,-91.678416667
,,1LA8,29.601050833,-92.260131111
,,2LA0,29.789654722,-92.156516111
,,2LA1,29.681603889,-92.26402
,,LA09,29.786447222,-92.161322222
,,LS31,29.601494444,-92.260075
,,75LA,29.8135522220001,-93.673493056
,,F88,32.2020000000001,-92.7329444439999
,,0LA8,32.252972222,-92.7188027779999
,,L32,31.620258,-91.834292056
,,2LA9,29.8879416670001,-92.275583333
,,93LA,30.008213889,-92.297913889
,,LA61,30.008372222,-92.241211111
,,5F5,32.3446000000001,-93.799897222
,,56LA,32.345156667,-93.8182363889999
,,LA12,30.0107833330001,-90.2392
,,86LA,30.9737900000001,-90.665654167
,,76LS,30.9562083330001,-90.546725
,,LS45,29.985481667,-90.467305833
,,28LS,30.1691666670001,-92.0624999999999
,,33LS,30.1734250000001,-92.0262638889999
,,4LA6,29.496883333,-90.118130556
,,LA32,30.0946611110001,-92.700694444
LCH,KLCH,,30.1260833330001,-93.223416667
,,LA62,29.834722222,-93.0005555559999
,,47LA,30.215422222,-93.227047222
,,5LA8,30.227133333,-93.162566667
,,LA27,30.2238175000001,-93.129318611
,,LA55,30.2051750000001,-93.1977388889999
,,3LA6,30.1377080560001,-93.0793191669999
,,LS58,30.180325,-93.250988889
,,4LA4,29.2218500000001,-90.2169638889999
,,L39,31.1681944440001,-93.342472222
,,LA29,31.137552778,-93.26915
,,57LS,31.208888889,-93.276111111
,,LS97,29.9296497220001,-90.353968889
,,04LA,30.0510194440001,-90.703847222
,,LA25,30.6974191670001,-92.414021389
,,1LA7,30.6423972220001,-92.418030556
,,3F3,32.072777778,-93.7656111109999
,,3R4,31.544247222,-93.4838055559999
,,LS98,31.5601333330001,-93.4721111109999
,,7LA0,30.522107056,-91.53098125
MKV,KMKV,,31.0946533330001,-92.0690586109999
,,07LS,32.51825,-91.9891
,,40LA,32.3459811110001,-91.969575833
,,LA33,32.576530833,-92.113745278
MLU,KMLU,,32.5105558330001,-92.036133611
,,5LA1,31.0279658330001,-91.981232222
,,5LA2,29.6898275,-91.1944589719999
,,42LA,29.705485556,-91.202603056
,,1LA5,30.801291667,-92.063166667
,,LS48,29.957183333,-91.034291667
,,59LA,29.9502052780001,-91.982621389
,,26LA,29.9243000000001,-92.007827778
,,0M9,32.4107222220001,-91.498527778
,,61LA,30.5671305560001,-90.940655556
,,5R8,30.4410833330001,-93.473611111
DRI,KDRI,,30.831722778,-93.3399155559999
,,34LA,30.7715847220001,-93.271274444
,,94LA,30.087819444,-91.0024083329999
,,44LA,30.6474197220001,-93.055155278
,,LA75,30.205277778,-92.214444444
,,LS28,29.378554722,-89.854513611
,,98LS,30.434576389,-92.721583333
,,66LA,30.5104666670001,-91.392330556
,,00LS,30.1362777780001,-92.429361111
GAO,KGAO,,29.4411111110001,-90.261111111
,,2LS0,29.4134916670001,-90.298916667
,,LS55,30.2312000000001,-91.0516
,,LS64,29.6885419440001,-90.987319444
,,LS93,29.6107675000001,-90.8984280559999
,,LA54,32.837640278,-93.837678889
,,LS95,30.979357222,-92.587084444
,,11LS,30.976022222,-92.569027778
REG,KREG,,30.1713663890001,-90.9403930559999
,,8LA8,30.301027778,-90.9014861109999
,,0LA1,30.2293627780001,-90.9734333329999
,,LA84,30.209669444,-90.930772222
HDC,KHDC,,30.5216875,-90.4183797219999
,,LA13,30.5782452780001,-90.315918611
,,LS02,30.465994444,-90.4625694439999
,,84LA,32.5529283330001,-93.593231111
,,1LA3,30.030765,-92.833481389
,,LA50,31.048130556,-92.138236111
,,70LA,31.169072778,-92.756258889
,,5F4,32.7885000000001,-93.0036441669999
,,20LA,29.5707702780001,-90.689811667
,,2LA5,30.3443583330001,-92.433141667
,,LA68,30.3157591670001,-92.5198583329999
,,31LA,30.3295833330001,-92.4970222219999
,,LA52,30.368708333,-92.583027778
,,LA71,30.224373889,-93.00015
,,LS36,30.250208333,-92.971983333
,,LA3,30.8077777780001,-91.213333333
,,2LA6,30.8335147220001,-91.166773889
,,2R1,29.8990694440001,-91.6659999999999
,,LS96,29.9675833330001,-90.143055556
,,1R1,31.668814722,-92.157595556
,,3R7,30.2426990280001,-92.673499278
,,LS16,32.011268333,-91.755126944
,,3LA1,30.558532778,-92.804313333
,,LS94,30.5330555560001,-91.750113889
,,LA31,30.2,-92.933333333
,,34LS,30.3575250000001,-89.9145055559999
LFT,KLFT,,30.205027778,-91.9877499999999
,,36LA,30.1657575,-92.0587330559999
,,4LA5,30.190701389,-92.008953611
,,76LA,30.2015900000001,-92.0195649999999
,,89LA,30.174924167,-92.079289167
,,48LS,30.1517138890001,-92.0357222219999
,,LS23,30.1534055560001,-92.046275
,,88LA,30.129369722,-92.135124444
,,LS74,30.2268725000001,-93.1998755559999
,,LS81,30.114375556,-93.212097778
,,29LS,30.207777778,-93.265277778
CWF,KCWF,,30.2105869440001,-93.1431891669999
,,3LA8,30.1369777780001,-93.142522222
,,LA21,30.254928056,-93.135151944
,,0M8,32.825879167,-91.187665
,,6LA1,32.9840133330001,-91.2059433329999
,,LS57,30.072655556,-90.513875
,,LA35,31.1617930560001,-92.421673611
,,4LA1,29.006621389,-90.195077778
,,4LA2,29.0760638890001,-90.285080556
,,LA49,29.102730278,-90.185355
,,LS67,31.1438027780001,-92.062005556
,,4LA7,29.8928916670001,-90.095077778
,,7L9,30.694336111,-91.746363889
,,2LS3,30.6166265000001,-91.7691672779999
,,5LS6,32.765135,-91.796236667
,,LS85,30.0127444440001,-90.181972222
MNE,KMNE,,32.6460277780001,-93.298083333
,,90LA,32.6138888890001,-93.323611111
,,LS30,32.4491694440001,-92.107552778
IER,KIER,,31.735701889,-93.099163
,,7LA8,31.7522277780001,-93.0778194439999
,,LS83,32.062654722,-91.254279444
,,LS38,30.013055556,-91.8691666669999
,,2LA2,29.9897083330001,-91.784555556
,,5LA7,30.0515913890001,-91.879006944
,,LA43,30.045202778,-91.881507222
,,LA72,30.006408333,-91.793894444
,,15LS,29.944666667,-91.8370555559999
,,31LS,30.0341666670001,-91.86425
,,37LS,30.0302222220001,-91.872105556
ARA,KARA,,30.0377583330001,-91.883896111
,,LA93,29.9181222220001,-90.1278694439999
,,6LA0,29.953536667,-90.009514444
,,3LS3,29.9027833330001,-90.069344444
,,LS24,29.926780556,-90.093222222
NBG,KNBG,,29.827215,-90.026590556
MSY,KMSY,,29.993272222,-90.2590274999999
NEW,KNEW,,30.0424166670001,-90.02825
HZR,KHZR,,30.718333333,-91.478666667
,,LS06,30.683461111,-91.4611055559999
,,2L0,31.3421916670001,-92.443577778
,,18LA,31.375142,-92.3912309999999
,,L66,31.4774722220001,-92.461166667
,,32LS,30.419608333,-90.359033333
,,44LS,30.472194444,-90.367055556
,,LA46,30.506466667,-91.3074861109999
,,17LS,30.607930556,-91.975277778
,,7LA1,29.458272778,-89.675896944
,,16LS,30.3151111110001,-90.907972222
,,7LA2,29.7002116670001,-90.566752778
,,LA37,30.7834,-91.367144444
,,06LS,30.7078611110001,-91.320166667
,,09LS,30.825116667,-91.384677778
,,21LS,30.870388889,-91.431111111
,,35LS,30.8030833330001,-91.244916667
,,LA44,30.2307666670001,-90.064016667
,,L33,31.9732194440001,-91.238733333
,,LA53,31.9775000000001,-91.263888889
,,50LS,30.4782638890001,-90.793722222
,,10LA,30.2474230560001,-92.0959558329999
ASD,KASD,,30.3463333330001,-89.820805556
,,LS17,30.0660327780001,-89.618943611
,,LS51,30.288005556,-89.7421305559999
,,LA38,30.266944444,-89.8052777779999
,,9LA8,29.9604822220001,-90.283688889
SPH,KSPH,,32.983722222,-93.409166667
,,72LA,30.2460383330001,-93.408489722
UXL,KUXL,,30.1314444440001,-93.3761666669999
,,LS37,30.228413889,-93.368991667
,,12LA,30.275916667,-93.3574166669999
,,51LS,30.438052778,-92.1166527779999
,,5LA9,30.4355555560001,-92.118333333
,,M80,32.4162633330001,-91.148950833
,,8LA4,29.2593877780001,-89.355053611
,,8LA5,29.04162,-89.327827778
,,LS52,29.2874055560001,-89.3679
,,LA47,29.286053333,-89.3639425
,,LA98,29.1318944440001,-89.3881075
,,7LA7,29.276330833,-89.241995278
,,45LA,29.2955555560001,-89.3711111109999
,,30LA,29.271111111,-89.355833333
,,8LA7,29.864094444,-89.833397222
,,LA40,31.343888889,-91.592777778
,,0R4,31.5620000000001,-91.506472222
,,58LA,30.9196236110001,-91.166773889
,,0R5,31.963662222,-92.660260556
,,0L6,31.9232188890001,-92.645704444
,,F89,32.153027778,-91.698583333
,,6LA6,32.218206944,-91.868184722
,,03LS,32.159038889,-91.708041667
,,1R4,31.1263527780001,-92.501288889
,,33LA,30.0696475,-91.986231667
,,LS54,30.6948320280001,-91.192861917
,,LS00,30.6754627780001,-91.114272778
,,5LS9,31.531345833,-93.707415278
,,MA67,42.034539722,-72.6320344439999
,,6MA0,42.8614788890001,-70.943388333
,,MA20,42.5662,-70.878225
,,35MA,42.557972222,-70.8125555559999
BOS,KBOS,,42.362944444,-71.0063888889999
,,0MA1,42.363683333,-71.069227778
,,MA22,42.315127778,-71.049263889
,,0MA6,42.3650969440001,-71.1325527779999
,,0MA4,42.333822222,-71.0713666669999
,,MA39,42.336388889,-71.10675
,,MA29,41.6714961110001,-70.564751389
,,7MA0,42.4987036110001,-71.4775636109999
,,7MA1,42.4934252780001,-71.5436766669999
,,MA25,41.732054444,-70.061128611
,,MA26,42.1203719440001,-72.256190556
,,4MA6,42.2623225,-70.811988056
,,6MA6,41.617054167,-70.443081389
,,6MA9,41.4231630560001,-70.927257222
,,MA09,42.0502916670001,-71.8902305559999
,,5MA2,41.5531652780001,-70.550861944
,,7MA2,41.780555556,-70.9472222219999
,,1B2,41.358450556,-70.524470556
,,MA31,41.709772222,-71.1468027779999
FMH,KFMH,,41.6591388890001,-70.522805556
,,5B6,41.585583333,-70.540361111
,,MA37,41.565141667,-70.6246555559999
FIT,KFIT,,42.5538472220001,-71.759173889
,,0LS7,30.6127666670001,-91.484172222
,,6LA4,30.807138889,-92.591806667
ACP,KACP,,30.750508611,-92.6884908329999
,,9M6,32.8476486110001,-91.4040555559999
,,2LA7,32.965854167,-91.4258624999999
,,01LA,32.6390269440001,-91.7737361109999
,,LA11,32.7914166670001,-93.956541667
OPL,KOPL,,30.558399722,-92.099376111
,,LA91,30.221310278,-91.8334486109999
PTN,KPTN,,29.709546389,-91.338978611
,,6LA7,29.5377202780001,-92.302910556
,,LS71,29.7279886110001,-90.5942536109999
,,4LA9,29.736338889,-90.6342
,,12LS,30.1786111110001,-92.285
,,LA30,30.248194444,-92.2416666669999
,,M79,32.4854197220001,-91.7710663889999
,,81LS,32.463533333,-91.750005556
APS,KAPS,,30.087472222,-90.5828333329999
,,LS92,30.5974113890001,-90.315918889
RSN,KRSN,,32.5132247220001,-92.588444722
,,7LA6,29.864927778,-89.830063611
,,LA96,30.7609052780001,-91.338639444
SHV,KSHV,,32.446515278,-93.82604
,,LS07,32.4805555560001,-93.762222222
,,5LA0,32.590323611,-93.827802778
,,41LA,32.5363888890001,-93.76
,,1LA4,32.300466667,-93.636533333
,,LS78,32.4870194440001,-93.7782972219999
,,77LA,32.4948747220001,-93.749900833
DTN,KDTN,,32.540821667,-93.7438352779999
,,22LA,30.9975461110001,-91.8810922219999
,,LS77,30.727100556,-91.148551389
,,LS25,30.704628611,-91.0606602779999
TVR,KTVR,,32.3516111110001,-91.0276887219999
,,9LS5,32.3038888890001,-91.1286111109999
,,L83,29.747791944,-90.832898889
,,LA59,29.786318889,-90.813981667
,,8LA0,29.74632,-90.8295375
,,50LA,29.6789833330001,-90.78155
,,0LS0,29.7497222220001,-90.735833333
,,LS14,30.0710422220001,-92.8251472219999
,,82LS,32.6917083330001,-91.109325
,,LS79,31.8584638890001,-92.2763944439999
,,11LA,29.2587500000001,-89.3530249999999
,,LS53,30.6813194440001,-92.266941667
,,38LA,30.7843619440001,-92.182345556
,,3F4,32.8613333330001,-94.010153611
,,0LA4,32.864741667,-93.9892694439999
,,8TA9,30.6438166670001,-92.0586611109999
,,68LS,31.8150712780001,-91.37064025
,,LS39,30.573300611,-90.979628944
,,0LA9,30.586297222,-90.861486111
,,LA42,30.4659194440001,-90.8674833329999
,,6R1,30.2418545560001,-92.8307383329999
,,LS18,30.221040278,-92.774866389
,,LS72,30.2029850000001,-92.8120897219999
,,LS10,30.272148611,-93.311822222
,,LA14,32.510555556,-92.150833333
,,MA35,42.8351250000001,-70.9310833329999
,,6MA2,42.860089444,-70.996555556
,,01MA,42.625092222,-71.180069444
,,1MA1,42.576519444,-71.573855556
,,3MA3,41.611499167,-70.415302778
,,8B5,42.3563888890001,-72.130083333
,,24MA,42.435923056,-72.0967449999999
BED,KBED,,42.4699444440001,-71.289
,,MA54,42.300091389,-72.426196111
,,31MA,42.2619444440001,-72.408611111
,,1M8,41.8390555560001,-71.0264722219999
,,27MA,41.820555556,-71.114722222
BVY,KBVY,,42.584138889,-70.916138889
,,MA27,42.099644444,-71.0825972219999
,,0MA5,42.055933333,-71.055879444
,,MA21,42.481205833,-71.207555556
,,85MA,42.4836750000001,-71.205708333
,,MA93,42.481205833,-71.2094999999999
,,5MA4,41.9244972220001,-70.769666667
,,MA34,41.925380278,-70.8033719439999
,,9MA8,41.846769722,-70.760870278
,,MA30,42.1000950000001,-71.966184722
CQX,KCQX,,41.6883041670001,-69.9896519439999
,,3MA4,41.714833056,-69.966126667
,,MA47,42.1825927780001,-72.5614769439999
,,30MA,42.4279500000001,-71.6928
GDM,KGDM,,42.549888889,-72.016027778
,,MA40,42.5434225000001,-71.9684099999999
,,MA42,42.6100952780001,-70.660044167
,,MA13,42.6278730560001,-70.637821389
,,MA15,42.6284286110001,-70.643380833
,,02MA,41.4195750000001,-70.926922222
,,15MA,41.42233,-70.909478889
,,MA43,42.072315556,-72.9001
GBR,KGBR,,42.1842141670001,-73.403240556
,,03MA,42.393144722,-72.552032222
,,MA6,42.0098238890001,-70.8430958329999
,,47MA,42.6234277780001,-70.8661611109999
,,92MA,42.631530556,-70.8650749999999
,,MA45,42.125101111,-70.843097778
,,28M,42.0251388890001,-70.8381111109999
,,04MA,42.8098113890001,-71.139225278
,,12MA,42.2070555560001,-71.442694444
,,25MA,42.2056388890001,-71.441444444
,,29MA,42.2014722220001,-72.598138889
,,1B6,42.1064858330001,-71.5100899999999
,,MA41,42.224355556,-71.5596805559999
,,2MA2,42.3736111110001,-71.558333333
HYA,KHYA,,41.6693372220001,-70.280359167
,,MA36,42.6664825,-70.852966667
,,2MA3,42.664260278,-70.8397719439999
,,05MA,42.6912038890001,-70.912274167
,,MA50,42.3262050000001,-71.576176667
,,58MA,42.3616666670001,-71.5088888889999
,,3MA1,42.3563722220001,-71.555369444
GHG,KGHG,,42.097498833,-70.6730198609999
,,2B1,41.6852777780001,-70.40225
,,3MA9,41.6403875,-70.4078024999999
,,MA12,41.669,-70.417527778
,,41MA,41.590266667,-70.4745305559999
,,MA52,42.4380583330001,-71.470133333
,,2MA5,42.4278711110001,-71.457562778
,,18MA,42.7284722220001,-71.1693999999999
,,20MA,42.304263889,-71.2272772219999
EWB,KEWB,,41.6765661110001,-70.9578361109999
,,6MA8,41.647326111,-70.917538056
,,5MA6,41.6265000000001,-70.9386388889999
,,4MA4,41.621491667,-71.0130944439999
,,MA89,42.346111111,-72.103888889
,,2B2,42.795361111,-70.839444444
,,MA98,42.8138388890001,-70.891544444
AQW,KAQW,,42.6962538060001,-73.170553056
,,32MA,42.7080527780001,-73.1102888889999
,,MA51,41.6381586110001,-71.0389299999999
,,7B2,42.328009722,-72.611240278
,,2MA7,41.9584325000001,-71.326443056
OWD,KOWD,,42.190527778,-71.1729444439999
PVC,KPVC,,42.0722777780001,-70.2207222219999
,,4MA8,42.280931944,-71.037271667
,,0MA3,41.7862277780001,-71.2314222219999
,,MA96,42.4278744440001,-70.984494167
,,MA65,41.771769444,-70.873094167
,,22MA,42.6362063890001,-70.618654444
,,51MA,42.672583333,-70.622083333
,,60MA,42.734302778,-70.867408333
,,MA18,42.0791083330001,-73.3071805559999
,,4MA0,42.2339858330001,-71.3597808329999
,,6MA7,42.272871389,-71.692568611
,,MA10,42.3784166670001,-71.088666667
,,1MA5,42.278983333,-71.5478424999999
,,6B6,42.4603854170001,-71.518011889
,,2MA8,42.4309261110001,-71.541731667
,,8MA4,42.4172222220001,-71.494444444
TAN,KTAN,,41.8744673890001,-71.0163165
,,MA99,41.8612122220001,-71.107823056
,,1MA9,41.905713889,-71.094994444
,,2MA9,42.639258333,-71.224502778
,,80MA,42.5975,-71.205
,,MA74,42.691478611,-71.418119444
MVY,KMVY,,41.3934175000001,-70.613874444
,,MA76,42.3675961110001,-71.248111389
,,5MA0,42.396484722,-71.216166389
,,0MA9,42.503145556,-71.908408056
,,1MA7,42.4734291670001,-70.9789388889999
,,3MA5,41.543159444,-71.0353180559999
,,MA95,42.126481944,-72.669535556
,,37MA,42.1227777780001,-72.423611111
,,MA86,42.5056405560001,-73.059822222
,,3MA0,42.5098166670001,-71.136443056
ORH,KORH,,42.2671388890001,-71.875611111
,,MA32,42.2611961110001,-71.769519444
,,1MA2,42.275,-71.7599999999999
,,42MA,42.266363889,-71.7975638889999
,,06MD,39.2913611110001,-76.546263889
,,24MD,39.2832500000001,-76.6019666669999
,,12MD,39.270555556,-76.6738333329999
,,4MD,39.272222222,-76.571666667
,,17MD,39.2959472220001,-76.5919527779999
,,44MD,39.3290250000001,-76.614688889
BWI,KBWI,,39.1757283330001,-76.668991111
,,0MD3,39.297329167,-76.593299722
,,MD10,39.2903847220001,-76.607466667
,,W48,39.262416667,-76.432125
